"","authors","title","year_3","donwscaling_approach","allocation_method","downscaling_scale","location_name","control_variable","variable_description","variable_extra_description","response_variable","response_ecosystem","global_limit_considered","time_serie","year_15","boundary_percapita","territorial_boundary","footprint_percapita","territorial_footprint","overshoot","geographical_extent","grain_resolution","environmental_performance","data_reference","social_policy_involved","observations","boundary_studied","variables_considered_for_quantification","publication_year","year","x28"
"1","Røkås T.; Gómez-Baggethun E.","Defining a safe and just operating space for the Norwegian economy","2025","top down","inter- and intra-generational sharing principle","country","norway","GHG emissions to stay within 1.5C","The remaining cumulative greenhouse gas emissions (excluding land cover changes) for a 50 % chance to stay below 1.5 °C by 2055 compared with pre-industrial level","CO2 budget adopted for Norway is an equal (per capita) share of the predicted world population between 1990 and 2055 (Statistics Norway; UN, 2019), accounting for accumulated emissions from 1990 to 2019 (Gütschow et al., 2021) and a carbon budget for a 50 % chance of staying within temperature rise of 1.5 °C equal to 500Gt CO2 (IPCC, 2021).",NA,NA,NA,"1990-2000",NA,NA,"1129 Mt CO2e",NA,"2413 Mt CO2e",NA,NA,NA,"consumption-based","Eora MRIO; IPCC, 2021; PRIMAP; Statistics Norway; United Nations, 2019",NA,"To measure emissions, we used consumption-based accounts (CBA) (Lenzen et al., 2012, Lenzen et al., 2013). inter- and intra-generational sharing principle (Dao et al., 2018)","Climate change",NA,NA,NA,NA
"2","Røkås T.; Gómez-Baggethun E.","Defining a safe and just operating space for the Norwegian economy","2025","top down","inter- and intra-generational sharing principle","country","norway","GHG emissions to stay within 1.5C","The remaining cumulative greenhouse gas emissions (excluding land cover changes) for a 50 % chance to stay below 1.5 °C by 2055 compared with pre-industrial level","CO2 budget adopted for Norway is an equal (per capita) share of the predicted world population between 1990 and 2055 (Statistics Norway; UN, 2019), accounting for accumulated emissions from 1990 to 2019 (Gütschow et al., 2021) and a carbon budget for a 50 % chance of staying within temperature rise of 1.5 °C equal to 500Gt CO2 (IPCC, 2021).",NA,NA,NA,"1990-2000",NA,NA,"1129 Mt CO2e",NA,"1655 Mt CO2e",NA,NA,NA,"production-based","Eora MRIO; IPCC, 2021; PRIMAP; Statistics Norway; United Nations, 2019",NA,"To measure emissions, we used both production-based accounts (PBA) (Statistics Norway, 2023b). inter- and intra-generational sharing principle (Dao et al., 2018)","Climate change",NA,NA,NA,NA
"2347","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","GDP-based distribution","province","sichuan","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"255.93 kt",NA,"1249.61 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2348","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","GDP-based distribution","province","shanghai","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"255.64 kt",NA,"966.40 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2349","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","GDP-based distribution","province","shannxi","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"150.76 kt",NA,"1172.66 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2350","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","GDP-based distribution","province","shanxi","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"137.02 kt",NA,"694.45 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2351","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","GDP-based distribution","province","shandong","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"583.329 kt",NA,"2028.936 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2352","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","GDP-based distribution","province","qinghai","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"20.11 kt",NA,"122.61 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2353","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","GDP-based distribution","province","ningxia","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"25.16 kt",NA,"138.51 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2354","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","GDP-based distribution","province","inner mongolia","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"173.30 kt",NA,"750.14 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2355","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","GDP-based distribution","province","liaoning","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"274.87 kt",NA,"830.91 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2356","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","GDP-based distribution","province","jiangxi","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"140.75 kt",NA,"549.67 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2357","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","GDP-based distribution","province","jiangsu","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"616.92 kt",NA,"1693.04 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2358","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","GDP-based distribution","province","jilin","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"129.08 kt",NA,"637.80 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2359","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","GDP-based distribution","province","hunan","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"238.84 kt",NA,"1042.70 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2360","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","GDP-based distribution","province","hubei","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"237.79 kt",NA,"1523.12 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2361","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","GDP-based distribution","province","heilongjiang","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"154.41 kt",NA,"697.90 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2362","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","GDP-based distribution","province","henan","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"343.90 kt",NA,"2384.07 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2363","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","GDP-based distribution","province","hebei","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"303.72 kt",NA,"1091.31 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2364","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","GDP-based distribution","province","hainan","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"30.75 kt",NA,"183.14 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2365","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","GDP-based distribution","province","guizhou","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"68.54 kt",NA,"476.10 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2366","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","GDP-based distribution","province","guangxi","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"142.52 kt",NA,"944.60 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2367","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","GDP-based distribution","province","guangdong","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"685.238 kt",NA,"1586.991 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2368","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","GDP-based distribution","province","gansu","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"61.37 kt",NA,"499.32 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2369","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","GDP-based distribution","province","fujian","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"219.47 kt",NA,"647.61 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2370","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","GDP-based distribution","province","beijing","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"210.18 kt",NA,"503.64 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2371","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","GDP-based distribution","province","anhui","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"184.06 kt",NA,"848.62 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2372","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","GDP-based distribution","country","australia","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"1217.88 kt",NA,"994.41 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2373","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","GDP-based distribution","country","austria","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"350.08 kt",NA,"185.92 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2374","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","GDP-based distribution","country","belgium","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"435.79 kt",NA,"245.88 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2375","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","GDP-based distribution","country","bulgaria","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"43.66 kt",NA,"150.99 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2376","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","GDP-based distribution","country","brazil","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"1890.39 kt",NA,"2849.29 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2377","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","GDP-based distribution","country","canada","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"1528.86 kt",NA,"1785.54 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2378","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","GDP-based distribution","country","cyprus","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"23.25 kt",NA,"16.69 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2379","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","GDP-based distribution","country","Czechia","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"189.30 kt",NA,"214.49 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2380","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","GDP-based distribution","country","germany","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"3098.54 kt",NA,"2116.05 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2381","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","GDP-based distribution","country","denmark","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"278.05 kt",NA,"153.51 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2382","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","GDP-based distribution","country","spain","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"1321.14 kt",NA,"999.16 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2383","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","GDP-based distribution","country","estonia","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"17.19 kt",NA,"22.42 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2384","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","GDP-based distribution","country","finland","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"218.37 kt",NA,"191.48 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2385","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","GDP-based distribution","country","france","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"2403.61 kt",NA,"1880.45 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2386","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","GDP-based distribution","country","united kingdom","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"2175.58 kt",NA,"1578.57 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2387","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","GDP-based distribution","country","greece","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"266.44 kt",NA,"279.58 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2388","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","GDP-based distribution","country","hungary","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"111.17 kt",NA,"198.65 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2389","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","GDP-based distribution","country","indonesia","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"740.34 kt",NA,"2710.11 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2390","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","GDP-based distribution","country","india","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"1629.45 kt",NA,"15512.04 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2391","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","GDP-based distribution","country","ireland","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"202.10 kt",NA,"188.26 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2392","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","GDP-based distribution","country","italy","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"1927.74 kt",NA,"939.37 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
